,name,ratings,date,helpful vote,comment,preprocessed_comment,pos_comment
4869,Js Been,4,2017년 7월 13일,0,누구에서 폰찾기시 자신의 폰외에 특정폰 설정하여 다른폰도 찾을수있게 부탁합니다.,누구에서 폰찾기시 자신의 폰외에 특정폰 설정하여 다른폰도 찾을수있게 부탁합니다.,누구 에서 폰 찾 기 시 자신 의 폰외 에 특정폰 설정 하 아 다른 폰 도 찾 을 수 있 게 부탁 하 ㅂ니다 .
4870,김영길,2,2017년 8월 8일,0,apì 오픈 안하나요? 예약구매시 한다고 했었는 것 같은데 아무런 말이 없네요.,apì 오픈 안하나요? 예약구매시 한다고 했었는 것 같은데 아무런 말이 없네요.,apì 오픈 안 하 나요 ? 예약구매시 하 ㄴ다고 하 았었 는 것 같 은데 아무런 말 이 없 네요 .
4871,배준석,4,2017년 7월 31일,1,시리처럼 답변기능도 있으면 좋겠어요,시리처럼 답변기능도 있으면 좋겠어요,시리 처럼 답변기능 도 있 으면 좋 겠 어요
4872,박시후,5,2017년 7월 16일,0,목소리가너무좋아요 간편한대화기능 추가가능한가용,목소리가너무좋아요 간편한대화기능 추가가능한가용,목소리가너무좋아요 간편 한 대화기능 추가 가능 한 가용
4873,임효연,4,2017년 7월 12일,0,한 번 씩 계속 켜져있기도하네,한 번 씩 계속 켜져있기도하네,한 번 씩 계속 켜 어 지 어 있 기 도 하네
4874,궁예,3,2017년 7월 18일,1,알람소리가 너무 작아요,알람소리가 너무 작아요,알람소리 가 너무 작 아요
4875,김희재,3,2017년 8월 4일,1,Kbs라디오도 추가해주세요,Kbs라디오도 추가해주세요,Kbs라디오 도 추가 해 주세 요
4876,김찬희,3,2017년 8월 7일,0,btv 연결 hd셋탑박스는 언제 지원해 주나요?,btv 연결 hd셋탑박스는 언제 지원해 주나요?,btv 연결 hd셋탑박스 는 언제 지원 하 아 주 나요 ?
4877,Google 사용자,5,2017년 7월 12일,1,너무재밌게잘쓰고있어요~,너무재밌게잘쓰고있어요,너무 재밌 게 잘 쓰 고 있 어요
4878,Google 사용자,1,2017년 7월 17일,2,아무것도안됨ㅡㅡ,아무것도안됨ㅡㅡ,아무것도안됨ㅡㅡ
4879,임정은,2,2017년 8월 14일,1,텍스트 명령이 안되요,텍스트 명령이 안되요,텍스트 명령 이 안 되 요
4880,김태관,1,2017년 7월 24일,1,이거 쓰레기네,이거 쓰레기네,이거 쓰레기 네
4881,전주이씨이동신,5,2017년 7월 17일,0,대단합니다.감사~~*,대단합니다.감사,대단 하 ㅂ니다 . 감사
4882,황한,5,2017년 8월 1일,0,고마워요,고마워요,고마워요
4883,Dong Yeoul Eom,1,2017년 6월 21일,8,업데이트 할 때 마다 음성 인식이 왔다갔다 함. 너무 예민하게 반응하는 고객들의 항의가 있어서인지 모르겠지만 잘되던 음성인식이 어느날부터 마이크앞에 입을 대고 이야기해야 인식됨.  그리고 알람 설정은 참  단순함.  멜론 수익을 위해서 인지는 모르겠으나 멜론 노래도 한곡밖에 안되고 라디오나 기타 서비스로는 알람 설정이 안됨. 인공지능이란 말을 붙이기에는 수준이하임.  블루투스 스피커 대용이 딱 적합.,업데이트 할 때 마다 음성 인식이 왔다갔다 함. 너무 예민하게 반응하는 고객들의 항의가 있어서인지 모르겠지만 잘되던 음성인식이 어느날부터 마이크앞에 입을 대고 이야기해야 인식됨. 그리고 알람 설정은 참 단순함. 멜론 수익을 위해서 인지는 모르겠으나 멜론 노래도 한곡밖에 안되고 라디오나 기타 서비스로는 알람 설정이 안됨. 인공지능이란 말을 붙이기에는 수준이하임. 블루투스 스피커 대용이 딱 적합.,업데이트 하 ㄹ 때 마다 음성 인식 이 오 았 다 가 았 다 하 ㅁ . 너무 예민 하 게 반응 하 는 고객 들 의 항의 가 있 어서 인지 모르 겠 지만 잘 되 던 음성인식 이 어느날 부터 마이크앞 에 입 을 대 고 이야기 하 아야 인식 되 ㅁ . 그리고 알람 설정 은 참 단순 하 ㅁ . 멜론 수익 을 위하 아서 인지 는 모르 겠 으나 멜론 노래 도 한곡밖 에 안 되 고 라디오 나 기타 서비스 로 는 알람 설정 이 안 되 ㅁ . 인공지능 이란 말 을 붙이 기 에 는 수준 이 하임 . 블루투스 스피커 대용 이 딱 적합 .
4884,이지훈,3,2017년 6월 23일,3,음성호출시 호출동작이되고 있다는 알림음 같은게 있으면 좋을 것 같아요. 일일이 누구 디바이스 안보면 호출이 된건지 안된건지 알 수가 없네요.,음성호출시 호출동작이되고 있다는 알림음 같은게 있으면 좋을 것 같아요. 일일이 누구 디바이스 안보면 호출이 된건지 안된건지 알 수가 없네요.,음성호출시 호출 동작 이 되 고 있 다는 알리 ㅁ 음 같 은 게 있 으면 좋 을 것 같 아요 . 일일이 누구 디바이스 안보 이 면 호출 이 되 ㄴ 건지 안 되 ㄴ 건지 알 ㄹ 수 가 없 네요 .
4885,양현상,1,2017년 7월 3일,0,업뎃후 음성 명령이 안먹네 tv꺼져있고 라디오 없고 새벽시간이라 나혼자 있고 냉장고소리 안들리다 못해 적막하고 내. 혀 짧은혀아니고 치아교정하지도 않았고 발음세지도 않고 그러는데 어떤 핑계를 대보시오,업뎃후 음성 명령이 안먹네 tv꺼져있고 라디오 없고 새벽시간이라 나혼자 있고 냉장고소리 안들리다 못해 적막하고 내. 혀 짧은혀아니고 치아교정하지도 않았고 발음세지도 않고 그러는데 어떤 핑계를 대보시오,업뎃후 음성 명령 이 안 먹 네 tv 꺼지 어 있 고 라디오 없 고 새벽시간 이 라 나 혼자 있 고 냉장고소리 안 들리 다 못하 아 적막 하 고 내 어 . 혀 짧 은 혀 아니 이 고 치아교정하지 도 않 았 고 발음 세 지도 않 고 그렇 는데 어떤 핑계 를 대보 시 오
4886,이하늘,3,2017년 7월 6일,0,자꾸 플레이중에 다른기기에서 플레이중이라는데 다른기기에서 노래안듣는데 오늘하루종일 계속 지금10번은 노래끊긴듯.. 완전 불편한데 이거 왜이런건지 알수도없고ㅡㅡ,자꾸 플레이중에 다른기기에서 플레이중이라는데 다른기기에서 노래안듣는데 오늘하루종일 계속 지금10번은 노래끊긴듯.. 완전 불편한데 이거 왜이런건지 알수도없고ㅡㅡ,자꾸 플레이중 에 다른 기기 에서 플레이중이라는데 다른 기기 에서 노래안듣는데 오늘하루종일 계속 지금10번 은 노래 끊기 ㄴ듯 . . 완전 불편 하 ㄴ데 이거 왜 이런 건지 알수도없고ㅡㅡ
4887,서상화,4,2017년 7월 2일,1,다 좋고 거의 완벽합니다! 제작자님 짱! 그런데cant stop the feeling이라는 노래를 알아듣지 못하네요 그것만은 고쳐주세용! 제발~~~,다 좋고 거의 완벽합니다! 제작자님 짱! 그런데cant stop the feeling이라는 노래를 알아듣지 못하네요 그것만은 고쳐주세용! 제발,다 좋 고 거의 완벽 하 ㅂ니다 ! 제작자 님 짱 ! 그런 데 cant stop the feeling 이 라는 노래 를 알아듣 지 못하 네 요 그것 만 은 고치 어 주세 용 ! 제발
4888,하니뭐,3,2017년 7월 4일,1,멜론 마이메뉴 플레이리스트를 재생할수없어서 불편하네요~  향후 네가지 정해진 이름이 아닌 내가 정하는 이름으로 디바이스를 부를수있게 업뎃되면 좋겠어요~,멜론 마이메뉴 플레이리스트를 재생할수없어서 불편하네요 향후 네가지 정해진 이름이 아닌 내가 정하는 이름으로 디바이스를 부를수있게 업뎃되면 좋겠어요,멜론 마이메뉴 플레이리스트 를 재생 하 ㄹ 수 없어 서 불편 하네 요 향후 네 가지 정해진 이름 이 아니 ㄴ 내 가 정하 는 이름 으로 디바이스 를 부르 ㄹ 수 있 게 업뎃되면 좋 겠 어요
4889,이응주,3,2017년 6월 29일,1,구글일정이 등록되어 있고 누구앱에서 연결했는데도 일정 물어보면 없다고 말하네요 오류인가요?,구글일정이 등록되어 있고 누구앱에서 연결했는데도 일정 물어보면 없다고 말하네요 오류인가요?,구글일정 이 등록 되 어 있 고 누구앱에서 연결 하 았 는데 도 일정 물어보 면 없 다고 말 하네 요 오류 이 ㄴ가요 ?
4890,DH L,4,2017년 7월 1일,0,"1. 음악 청취나 라디오 청취중 음성으로 볼륨 조절시 재생이 멈추지 않고 LED민 표시되며 변경이 되었되는 추가 옵션이 있었으면 좋겠습니다. 음악 재생중이라 목소리가 안들리면 어쩔수 없지만 볼륨 조절 할때마다 음악이 멈추는건 너무 부자연스러운것 같아요.  -멜론플레이 관련- 1.음성명령으로 멜로DJ를 호출해 들을수 있으면 정말 최고일거 같습니다. 멜론에서도 멜론DJ 카테고리가 따로 있으니 가능할것도 같은데 어려울까요?  2. 아리라, 가수 00 전곡틀어줘 가 있었으면 좋겠습니다.  3. 랜덤 재생, 다음곡 재생 되었으면 좋겠습니다....전체 리뷰",1. 음악 청취나 라디오 청취중 음성으로 볼륨 조절시 재생이 멈추지 않고 LED민 표시되며 변경이 되었되는 추가 옵션이 있었으면 좋겠습니다. 음악 재생중이라 목소리가 안들리면 어쩔수 없지만 볼륨 조절 할때마다 음악이 멈추는건 너무 부자연스러운것 같아요. 멜론플레이 관련 1.음성명령으로 멜로DJ를 호출해 들을수 있으면 정말 최고일거 같습니다. 멜론에서도 멜론DJ 카테고리가 따로 있으니 가능할것도 같은데 어려울까요? 2. 아리라 가수 00 전곡틀어줘 가 있었으면 좋겠습니다. 3. 랜덤 재생 다음곡 재생 되었으면 좋겠습니다 리뷰,1 . 음악 청취 나 라디오 청취중 음성 으로 볼륨 조절시 재생 이 멈추 지 않 고 LED민 표시 되 며 변경 이 되 었 되 는 추가 옵션 이 있 었 으면 좋 겠 습니다 . 음악 재생중 이 라 목소리 가 안 들리 면 어쩌 ㄹ 수 없 지만 볼륨 조절 하 ㄹ 때 마다 음악 이 멈추 는 건 너무 부자연스러운 것 같 아요 . 멜론 플레이 관련 1 . 음성명령 으로 멜로DJ 를 호출 하 아 들 을 수 있 으면 정말 최고일거 같 습니다 . 멜론 에서 도 멜론DJ 카테고리 가 따로 있 으니 가능 하 ㄹ 것 도 같 은데 어렵 ㄹ까요 ? 2 . 아리 이 라 가수 00 전곡 틀 어 주 어 가 아 있 었 으면 좋 겠 습니다 . 3 . 랜덤 재생 다음곡 재생 되 었 으면 좋 겠 습니다 리뷰
4891,김호재,5,2017년 7월 1일,0,인식을 못한다고 하고 작동하다가 자꾸  끊기네요 짜증 무지나네요 인터넷 설치한지도 몇칠 안되는데 와이파이 공유기 이상잇는거 같다해서 공유기 바뀟는데도 하루에여러번 끊기네요 Sk인터넷 tv걸합인데 디바이스와 누구랑연결도 되다 안되다 그러네요,인식을 못한다고 하고 작동하다가 자꾸 끊기네요 짜증 무지나네요 인터넷 설치한지도 몇칠 안되는데 와이파이 공유기 이상잇는거 같다해서 공유기 바뀟는데도 하루에여러번 끊기네요 Sk인터넷 tv걸합인데 디바이스와 누구랑연결도 되다 안되다 그러네요,인식 을 못하 ㄴ다고 하 고 작동 하 다가 자꾸 끊기 네요 짜증 무지 나 네요 인터넷 설치 한 지도 몇칠 안 되 는데 와이파이 공유 이 기 이상 잇 는 거 같 다 하 아서 공유 이 기 바뀟는데도 하루에여러번 끊기 네요 Sk인터넷 tv걸합 이 ㄴ데 디바이스 와 누구 랑 연결 도 되 다 안 되 다 그렇 네요
4892,최순걸,1,2017년 7월 1일,2,돈주고 산게 아깝다 이건뭐 계속디바이스를 못찾아,돈주고 산게 아깝다 이건뭐 계속디바이스를 못찾아,돈주 이 고 살 ㄴ 게 아깝 다 이건뭐 계속 디바이스 를 못 찾 아
4893,Aaxis_A,5,2017년 6월 23일,0,개인적으로 만족하며 사용하고 있습니다만 멜론기능 사용중 재생중인 목록에 다른 음악 추가가 될 수 있었으면 좋겠습니다 추가하면 기존에 듣고있던 재생목록이 사라지네요 블루투스로 하면 가능하지만 음성지원이 안되는게 일부 있어서...,개인적으로 만족하며 사용하고 있습니다만 멜론기능 사용중 재생중인 목록에 다른 음악 추가가 될 수 있었으면 좋겠습니다 추가하면 기존에 듣고있던 재생목록이 사라지네요 블루투스로 하면 가능하지만 음성지원이 안되는게 일부 있어서...,개인 적 으로 만족 하 며 사용 하 고 있 습니다만 멜론기능 사용중 재생중 이 ㄴ 목록 에 다른 음악 추가 가 되 ㄹ 수 있 었 으면 좋 겠 습니다 추가 하 면 기존 에 듣 고 있 던 재생목록 이 사라지 네요 블루투스 로 하 면 가능 하 지만 음성지원 이 안 되 는 게 일부 있 어서 ...
4894,쿨쿨,1,2017년 7월 3일,1,갑자기  네트워크 지연으로  아무것도  안되요 이젠까지  똑같았는데,갑자기 네트워크 지연으로 아무것도 안되요 이젠까지 똑같았는데,갑자기 네트워크 지연 으로 아무 것 도 안 되 요 이제 ㄴ 까지 똑같 았 는데
4895,Jinyong Lee,2,2017년 6월 27일,1,핸드폰에 있는 음원은 재생이 불가능 하나요? 못찾겠네요?,핸드폰에 있는 음원은 재생이 불가능 하나요? 못찾겠네요?,핸드폰 에 있 는 음원 은 재생 이 불가능 하 나요 ? 못 찾 겠 네요 ?
4896,바다김,4,2017년 6월 23일,1,업데이트하고나서 우리팅커벨말이 엄청빨라져서 좀무서움ㅜ,업데이트하고나서 우리팅커벨말이 엄청빨라져서 좀무서움ㅜ,업데이트하 고 나서 우리팅커벨말 이 엄청 빠르 아 지 어서 좀무서우무
4897,고민혁,1,2017년 6월 21일,2,매장에서 쓰는데 아주지멋대로 안되네요 ㅡㅡ,매장에서 쓰는데 아주지멋대로 안되네요 ㅡㅡ,매장 에서 쓰 는데 아주 지멋대 로 안 되 네요 ㅡㅡ
4898,Hak Jun Kim,3,2017년 7월 3일,0,누구앱 내 멜론에서 노래도 찾고 멜론 순정앱처럼 자유럽게 이용할 수 있도록 해주세요.,누구앱 내 멜론에서 노래도 찾고 멜론 순정앱처럼 자유럽게 이용할 수 있도록 해주세요.,누구앱 내 멜론 에서 노래 도 찾 고 멜론 순정앱처럼 자유럽게 이용 하 ㄹ 수 있 도록 해주 세 요 .
4899,오은정,1,2017년 5월 31일,5,걸핏하면 연결이 끊어져서 디바이스를 찾지 못한다고 하고 에러가 주기적으로 반복되네여. 인터넷은 걸핏하면 끊어지고. 이건 앱 문제인가요 기기 문제인가요. 조용한 와중에 갑자기 적절한 대답을 찾지 못했다고 그러고..너무 초창기에 사서 불량인건지 아니면 기기자체가 불완전 한건지; 사용하면서 빈번히 발생하는 문제 때문에 불편하기만하네요,걸핏하면 연결이 끊어져서 디바이스를 찾지 못한다고 하고 에러가 주기적으로 반복되네여. 인터넷은 걸핏하면 끊어지고. 이건 앱 문제인가요 기기 문제인가요. 조용한 와중에 갑자기 적절한 대답을 찾지 못했다고 그러고..너무 초창기에 사서 불량인건지 아니면 기기자체가 불완전 한건지 사용하면서 빈번히 발생하는 문제 때문에 불편하기만하네요,걸핏하면 연결이 끊어지 어서 디바이스 를 찾 지 못하 ㄴ다고 하 고 에러 가 주기 적 으로 반복 되 네 이 어 . 인터넷 은 걸핏하면 끊어지 고 . 이건 앱 문제 인가 요 기기 문제 이 ㄴ가요 . 조용 하 ㄴ 와중 에 갑자기 적절 하 ㄴ 대답 을 찾 지 못하 았 다고 그러 이 고 . . 너무 초창기 에 사서 불량 인거 ㄴ지 아니 이 면 기기자체 가 불완전 한건지 사용 하 면서 빈번히 발생 하 는 문제 때문 에 불편 하 기만 하네 요
4900,봡봡,3,2017년 5월 25일,9,이벤트 결과를 페이스북이나 블로그에서 확인하라는데 둘 다 검색해도 안나오는데 뭐죠..? 뭘 어쩌란 거에요 그러면?,이벤트 결과를 페이스북이나 블로그에서 확인하라는데 둘 다 검색해도 안나오는데 뭐죠..? 뭘 어쩌란 거에요 그러면?,이벤트 결과 를 페이스북 이나 블로그 에서 확인 하 라는데 둘 다 검색 하 아도 안나 오 는데 뭐 죠 . . ? 뭘 어쩌 란 거 에요 그러 이 면 ?
4901,choi Andy,1,2017년 5월 30일,7,어느날 부터 안되더니 20일째 못쓰고 있음  와이파이연결 계속 실패하고 누구홈페이지에서 공유기 보안설정 백날 바꿔도 안됨. 심지어 초기화도 없음,어느날 부터 안되더니 20일째 못쓰고 있음 와이파이연결 계속 실패하고 누구홈페이지에서 공유기 보안설정 백날 바꿔도 안됨. 심지어 초기화도 없음,어느날 부터 안 되 더니 20 일 째 못쓰 고 있 음 와이파이연결 계속 실패 하 고 누구 홈페이지 에서 공유 이 기 보안설정 백날 바꾸 어도 안 되 ㅁ . 심지어 초기 화 도 없 음
4902,안병규,1,2017년 6월 4일,3,아니 무슨 업뎃할때마다 음성 인식이 안되네.. 고질적인 문제네요 테스트는 해보고 배포하는건가요? 신경좀 써요 지금은 음성인식이 아예 안되네요,아니 무슨 업뎃할때마다 음성 인식이 안되네.. 고질적인 문제네요 테스트는 해보고 배포하는건가요? 신경좀 써요 지금은 음성인식이 아예 안되네요,아니 무슨 업뎃할때마다 음성 인식 이 안 되 네 . . 고질 적 이 ㄴ 문제 네 요 테스트 는 해보 고 배포 하 는 건가요 ? 신경좀 쓰 어요 지금 은 음성인식 이 아예 안 되 네요
4903,Google 사용자,5,2017년 5월 28일,6,말도 잘 알아듣고 위로도 잘해줘서 너무 좋아요. 앞으로는 노래 들을 때 비트에 따라서 무드등의 세기가 바뀌는 기능도 추가되었으면 좋겠어요.,말도 잘 알아듣고 위로도 잘해줘서 너무 좋아요. 앞으로는 노래 들을 때 비트에 따라서 무드등의 세기가 바뀌는 기능도 추가되었으면 좋겠어요.,말 도 잘 알아듣 고 위로 도 잘 하 아 주 어서 너무 좋 아요 . 앞으로 는 노래 들 을 때 비트 에 따라서 무드등 의 세기 가 바뀌 는 기능 도 추가 되 었 으면 좋 겠 어요 .
4904,Google 사용자,1,2017년 6월 12일,3,밑에사람과같은증상입니다.아무리껏다켜도 뭐가잘못된건지  연결이안돼요..열흘다되가는데 답답하네요,밑에사람과같은증상입니다.아무리껏다켜도 뭐가잘못된건지 연결이안돼요..열흘다되가는데 답답하네요,밑 에 사람 과 같 은 증상 이 ㅂ니다 . 아무리 끄 엇 다 켜 어도 뭐 가 잘못 되 ㄴ 건지 연결이안돼요 .. 열흘 다 되 가 는데 답답 하네 요
4905,박원오,3,2017년 5월 30일,2,이거 사서쓰다가 연결ㅇㅣ 자꾸안되네요 초기화도없고 와이파이정상인데 자꾸연결이끊어진다고하면서 그 이후로 연결안되네요 짜증나요,이거 사서쓰다가 연결ㅇㅣ 자꾸안되네요 초기화도없고 와이파이정상인데 자꾸연결이끊어진다고하면서 그 이후로 연결안되네요 짜증나요,이거 사서 쓰 다가 연결이 자꾸 안 되 네요 초기 화도 없 고 와이파이정상 이 ㄴ데 자꾸 연결이 끊어지 ㄴ다고 하 면서 그 이후 로 연결안되네요 짜증나요
4906,전태열,1,2017년 5월 25일,6,음성인식겁나게안됨  정신병자된듯 혼자서 이름겁나게불러도절대반응도없고  장비위에 마이크버튼클릭해야 간혹인식되고  어플로 텍스트로입력해야지만사용됨,음성인식겁나게안됨 정신병자된듯 혼자서 이름겁나게불러도절대반응도없고 장비위에 마이크버튼클릭해야 간혹인식되고 어플로 텍스트로입력해야지만사용됨,음성인식겁나게안됨 정신병자 되 ㄴ듯 혼자 서 이름 겁나 게 부르 어도 절대 반응 도 없 고 장비위 에 마이크버튼클릭 하 아야 간혹 인식 되 고 어플로 텍스트 로 입력 하 아야지 말 ㄴ 사용 되 ㅁ
4907,sehun e,1,2017년 6월 5일,1,처음사고 한달동안은 잘 쓰다가 어느날 부터인가 블루투스 연결도 중간에 끝기고 지혼자 꺼짐. 백날 불러도 대답없음 아예 껐다가 켰다가 별거 다 해보고 아래 리뷰들보고 홈페이지 들어가서 안내 가이드따라 와이파도 새로 연결하고 다 해봤지만 10초정도 잘 나오다가 블루투스도 끊기고 정말 답 없음... 한 사람이 이런게 아니라 아래 줄줄이 후기들이 이런 증상이 나타나는데 뭔 방법 없나요 직접 찾아가서 방법 알아보고 언제까지 이래야 하나요 이 가격보다 싼 블루투스들이 오히려 연결하면 와이파이 이런거 필요없이 더 편한듯... 빨리 방법좀 내주세...전체 리뷰,처음사고 한달동안은 잘 쓰다가 어느날 부터인가 블루투스 연결도 중간에 끝기고 지혼자 꺼짐. 백날 불러도 대답없음 아예 껐다가 켰다가 별거 다 해보고 아래 리뷰들보고 홈페이지 들어가서 안내 가이드따라 와이파도 새로 연결하고 다 해봤지만 10초정도 잘 나오다가 블루투스도 끊기고 정말 답 없음... 한 사람이 이런게 아니라 아래 줄줄이 후기들이 이런 증상이 나타나는데 뭔 방법 없나요 직접 찾아가서 방법 알아보고 언제까지 이래야 하나요 이 가격보다 싼 블루투스들이 오히려 연결하면 와이파이 이런거 필요없이 더 편한듯... 빨리 방법좀 내주세...전체 리뷰,처음사 이 고 한달 동안 은 잘 쓰 다가 어느날 부터 인가 블루투스 연결 도 중간 에 끝 기고 지혼자 꺼지 ㅁ . 백날 부르 어도 대답 없 음 아예 끄 었 다가 켜 었 다가 별거 다 해보 고 아래 리뷰들보 이 고 홈페이지 들어가 아서 안내 가이드따 이 라 와이파 도 새로 연결 하 고 다 해보 았 지만 10 초 정도 잘 나오 다가 블루투스 도 끊기 고 정말 답 없 음 ... 한 사람 이 이렇 ㄴ 게 아니 이 라 아래 줄줄이 후기 들 이 이런 증상 이 나타나 는데 뭐 ㄴ 방법 없 나요 직접 찾아가 아서 방법 알아보 고 언제 까지 이렇 어야 하나 요 이 가격 보다 싸 ㄴ 블루투스 들 이 오히려 연결 하 면 와이파이 이런 거 필요 없이 더 편 한듯 ... 빨리 방법좀 내 주세 ... 전체 리뷰
4908,Sean Yoon,1,2017년 6월 19일,0,영상가이드 보고 공유기설정 바꿔봐도 허구헌날 퍽하면 누구서비스와 연동에 실패했다고 와이파이 끊겨서 그냥 애물단지로 놔두는중,영상가이드 보고 공유기설정 바꿔봐도 허구헌날 퍽하면 누구서비스와 연동에 실패했다고 와이파이 끊겨서 그냥 애물단지로 놔두는중,영상가이드 보 고 공유기설정 바꾸 어 보 아도 허구헌날 퍽 하 면 누구 서비스 와 연동 에 실패 하 았 다고 와이파이 끊기 어서 그냥 애물단지 로 놓아두 는 중
4909,point red,2,2017년 5월 31일,0,와이파이연결시 숨겨진 네트워크는 핸드폰상 검색이 되어있어도 연결이 안되네요.. 숨겨진 네트워크에도 접속되게 해주세요,와이파이연결시 숨겨진 네트워크는 핸드폰상 검색이 되어있어도 연결이 안되네요.. 숨겨진 네트워크에도 접속되게 해주세요,와이파이연결시 숨기 어 지 ㄴ 네트워크 는 핸드폰 상 검색 이 되 어 있 어도 연결이 안 되 네요 . . 숨기 어 지 ㄴ 네트워크 에 도 접속 되 게 해 주세 요
4910,Google 사용자,3,2017년 5월 25일,0,좋은점은 쉽게 아이 동요나 음악등등 들을수있어서좋은데요 명령을안했는데  혼자 말하고 음악틀어져서 무서웠어요ㅠㅠ 왜그런건지ㅠ,좋은점은 쉽게 아이 동요나 음악등등 들을수있어서좋은데요 명령을안했는데 혼자 말하고 음악틀어져서 무서웠어요ㅠㅠ 왜그런건지ㅠ,좋 은 점 은 쉽 게 아이 동요 나 음악등등 들 을 수 있 어서 좋 은데 요 명령 을 안 하 았 는데 혼자 말 하 고 음악틀 어 지 어서 무서웠어요ㅠㅠ 왜그런건지ㅠ
4911,쏘팬,3,2017년 5월 31일,1,멜론에서 음악들으려면 top100이런데서 일일이 찾아야 되는거 같은데 듣고싶은 음악은 검색기능이 없나요?,멜론에서 음악들으려면 top100이런데서 일일이 찾아야 되는거 같은데 듣고싶은 음악은 검색기능이 없나요?,멜론 에서 음악 들 으려면 top 100 이런 데 서 일일이 찾 아야 되 는 거 같 은데 듣 고 싶 은 음악 은 검색기능 이 없 나요 ?
4912,km ahn,3,2017년 5월 25일,3,아리아 너 여자야?남자야?? 라고 물었더니 적절한 답변을 못찾겠다고 하네요 ㅡㅡ,아리아 너 여자야?남자야?? 라고 물었더니 적절한 답변을 못찾겠다고 하네요 ㅡㅡ,아리아 너 여자 야 ? 남자 야 ? ? 라고 묻 었 더니 적절 하 ㄴ 답변 을 못 찾 겠 다고 하네 요 ㅡㅡ
4913,yeongchan cheon,3,2017년 6월 4일,0,가만히있다가 누구디바이스가 지혼자 임창정 내가 저지른 사랑 틀고 그러는데 왜그래요?맨날?,가만히있다가 누구디바이스가 지혼자 임창정 내가 저지른 사랑 틀고 그러는데 왜그래요?맨날?,가만히 있 다가 누구 디바이스 가 지혼자 임창정 내 가 저지르 ㄴ 사랑 틀 고 그렇 는데 왜 그래요 ? 맨날 ?
4914,박혁중,5,2017년 5월 26일,0,비티비 인증번호안쓰고연결햇는데 인증번호어떻게찾나요 연동이안되요,비티비 인증번호안쓰고연결햇는데 인증번호어떻게찾나요 연동이안되요,비티비 인증번호 안 쓰 고 연결햇 는데 인증번호 어떻 게 찾 나요 연동이안되요
4915,엘란연구소,4,2017년 6월 14일,0,당연히 위치 이용가능하게 했는데 인식이 안되서 명동그대로이고 그리고 알람이 휴일빼는옵션이 없어서 휴일에도 울려서 좀 짜증나네요,당연히 위치 이용가능하게 했는데 인식이 안되서 명동그대로이고 그리고 알람이 휴일빼는옵션이 없어서 휴일에도 울려서 좀 짜증나네요,당연히 위치 이용가능 하 게 하 았 는데 인식 이 안 되 서 명동그대로 이 고 그리고 알람 이 휴일 빼 는 옵션 이 없어 서 휴일 에 도 울리 어서 좀 짜증나네 요
4916,땅땅헤노,5,2017년 5월 27일,1,왜연결이안되나요ㅠ1시간째연결중인데안되네요..,왜연결이안되나요ㅠ1시간째연결중인데안되네요..,왜연결이안되나요ㅠ1시간째연결중인데안되네요..
4917,ᄋᄋ,4,2017년 6월 13일,0,멜론 30일 스트리밍권을 이미 이용중이여서 누구앱에서 로그인했는데 자꾸 미리듣기밖에 안되네요 해결해주세요,멜론 30일 스트리밍권을 이미 이용중이여서 누구앱에서 로그인했는데 자꾸 미리듣기밖에 안되네요 해결해주세요,멜론 30 일 스트리밍 권 을 이미 이용중이여서 누구앱에서 로그인 하 았 는데 자꾸 미리듣기밖 에 안 되 네요 해결 해 주세 요
4918,김세영,1,2017년 6월 6일,0,지금 두시간째 연결하려구 하는데 안됨! 기계 환불해주든가  연결을 대처해주든가 해야 되는거 아니예요? 최악이예요!,지금 두시간째 연결하려구 하는데 안됨! 기계 환불해주든가 연결을 대처해주든가 해야 되는거 아니예요? 최악이예요!,지금 두시간째 연결 하 려구 하 는데 안 되 ㅁ ! 기계 환불해주 이 든가 연결 을 대처해주 이 든가 하 아야 되 는 거 아니 예요 ? 최악이예요 !
4919,강구름,3,2017년 5월 27일,0,수고 많으십니다~ 어린이 동화 읽어주는 메뉴도 있었으면 좋겠어요~ 그리고 간단한 음성인식 말고는 알아 듣는게 별루 없어서 아리야만 혼자 외치고 있네요 아직 미완성인것 같아 조금 답답하네요ㅜ 하루 빨리 음성인식 단어나 문장을 업그레이드 시키셔서 대화의 영역을 넓혀 주신다면 좋을것 같아요~,수고 많으십니다 어린이 동화 읽어주는 메뉴도 있었으면 좋겠어요 그리고 간단한 음성인식 말고는 알아 듣는게 별루 없어서 아리야만 혼자 외치고 있네요 아직 미완성인것 같아 조금 답답하네요ㅜ 하루 빨리 음성인식 단어나 문장을 업그레이드 시키셔서 대화의 영역을 넓혀 주신다면 좋을것 같아요,수고 많 으시 ㅂ니다 어린이 동화 읽 어 주 는 메뉴 도 있 었 으면 좋 겠 어요 그리고 간단 하 ㄴ 음성인식 말 고 는 알 아 듣 는 게 별루 없어 서 아리야 만 혼자 외치 고 있 네요 아직 미완 성인 것 같 아 조금 답답하네요ㅜ 하루 빨리 음성인식 단어 나 문장 을 업그레이드 시키 시 어서 대화 의 영역 을 넓히 어 주 시 ㄴ다면 좋 을 것 같 아요
